id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,ID_metro,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,water_treatment_km,cemetery_km,incineration_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,ID_railroad_station_avto,public_transport_station_km,public_transport_station_min_walk,water_km,water_1line,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,ID_big_road1,big_road1_1line,big_road2_km,ID_big_road2,railroad_km,railroad_1line,zd_vokzaly_avto_km,ID_railroad_terminal,bus_terminal_avto_km,ID_bus_terminal,oil_chemistry_km,nuclear_reactor_km,radiation_km,power_transmission_line_km,thermal_power_plant_km,ts_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,detention_facility_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,mosque_km,theater_km,museum_km,exhibition_km,catering_km,ecology,green_part_500,prom_part_500,office_count_500,office_sqm_500,trc_count_500,trc_sqm_500,cafe_count_500,cafe_sum_500_min_price_avg,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_count_500_na_price,cafe_count_500_price_500,cafe_count_500_price_1000,cafe_count_500_price_1500,cafe_count_500_price_2500,cafe_count_500_price_4000,cafe_count_500_price_high,big_church_count_500,church_count_500,mosque_count_500,leisure_count_500,sport_count_500,market_count_500,green_part_1000,prom_part_1000,office_count_1000,office_sqm_1000,trc_count_1000,trc_sqm_1000,cafe_count_1000,cafe_sum_1000_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_count_1000_na_price,cafe_count_1000_price_500,cafe_count_1000_price_1000,cafe_count_1000_price_1500,cafe_count_1000_price_2500,cafe_count_1000_price_4000,cafe_count_1000_price_high,big_church_count_1000,church_count_1000,mosque_count_1000,leisure_count_1000,sport_count_1000,market_count_1000,green_part_1500,prom_part_1500,office_count_1500,office_sqm_1500,trc_count_1500,trc_sqm_1500,cafe_count_1500,cafe_sum_1500_min_price_avg,cafe_sum_1500_max_price_avg,cafe_avg_price_1500,cafe_count_1500_na_price,cafe_count_1500_price_500,cafe_count_1500_price_1000,cafe_count_1500_price_1500,cafe_count_1500_price_2500,cafe_count_1500_price_4000,cafe_count_1500_price_high,big_church_count_1500,church_count_1500,mosque_count_1500,leisure_count_1500,sport_count_1500,market_count_1500,green_part_2000,prom_part_2000,office_count_2000,office_sqm_2000,trc_count_2000,trc_sqm_2000,cafe_count_2000,cafe_sum_2000_min_price_avg,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_count_2000_na_price,cafe_count_2000_price_500,cafe_count_2000_price_1000,cafe_count_2000_price_1500,cafe_count_2000_price_2500,cafe_count_2000_price_4000,cafe_count_2000_price_high,big_church_count_2000,church_count_2000,mosque_count_2000,leisure_count_2000,sport_count_2000,market_count_2000,green_part_3000,prom_part_3000,office_count_3000,office_sqm_3000,trc_count_3000,trc_sqm_3000,cafe_count_3000,cafe_sum_3000_min_price_avg,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_count_3000_na_price,cafe_count_3000_price_500,cafe_count_3000_price_1000,cafe_count_3000_price_1500,cafe_count_3000_price_2500,cafe_count_3000_price_4000,cafe_count_3000_price_high,big_church_count_3000,church_count_3000,mosque_count_3000,leisure_count_3000,sport_count_3000,market_count_3000,green_part_5000,prom_part_5000,office_count_5000,office_sqm_5000,trc_count_5000,trc_sqm_5000,cafe_count_5000,cafe_sum_5000_min_price_avg,cafe_sum_5000_max_price_avg,cafe_avg_price_5000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_count_5000_price_1000,cafe_count_5000_price_1500,cafe_count_5000_price_2500,cafe_count_5000_price_4000,cafe_count_5000_price_high,big_church_count_5000,church_count_5000,mosque_count_5000,leisure_count_5000,sport_count_5000,market_count_5000,price_doc
275,2011-11-02,37,22,5,NA,NA,NA,NA,NA,NA,Investment,Kotlovka,3998216.265,64317,0.258712472,0.014423114,3977,1094,1,3806,2204,1,0,NA,0,0,2,1,no,0,3,4,no,no,no,no,no,no,no,no,153248,76265,76983,8284,4260,4024,41476,20890,20586,14557,3963,10594,3977,2026,1951,3806,1983,1823,9216,4729,4487,34556,17958,16598,7321,3780,3541,249,102,0,0,106,1,40,0,0,0,249,1,2,203,38,5,18,1.64875125,1.20207559,14.22981261,1.185817718,0.088160551,1.0381400140000001,0.892329718,0.339382752,0.44566485,5.040327,2.6786,8.639727,3.56666257,42.79995085,42,3.564908438,4.750105058,42,0.081750552,0.981006628,0.402470403,no,9.873160427,2.625978231,5.824817398,7.234001444,7.873160291,1.40327395,2,no,2.625978242,4,0.791462982,no,7.303937458,32,5.707284884,2,12.99160916,2.541241737,1.833749247,0.318379898,2.714417303,3.710035325,9.146290252,2.365302462,0.615313773,2.174731006,8.859485988,4.188424718,1.632060155,1.839733802,15.67556867,1.595015867,1.422158365,1.744884956,1.045997141,0.74015905,0.644629767,1.0381400140000001,0.30036199,0.487624317,3.476061764,4.384864424,2.95944844,0.201477642,0.330075974,poor,13.49,0.72,0,0,0,0,2,750,1250,1e3,0,0,1,1,0,0,0,1,1,0,1,0,0,16.22,13.91,3,130183,0,0,6,800,1333.33,1066.67,0,1,2,2,1,0,0,1,2,0,1,2,0,15.06,15.25,10,405179,4,167270,28,700,1211.54,955.77,2,4,13,6,3,0,0,2,3,0,1,5,0,10.76,14.45,13,595343,7,314270,46,693.18,1159.09,926.14,2,10,16,15,3,0,0,2,5,0,1,10,1,7.55,18.86,37,1161147,12,559270,120,755.26,1263.16,1009.21,6,27,38,33,14,2,0,5,13,0,4,33,7,14.87,17.17,113,3872318,51,2604960,405,756.96,1262.89,1009.92,17,99,128,109,42,8,2,21,40,1,14,83,12,6150000
276,2011-11-03,38,20,2,NA,NA,NA,NA,NA,NA,Investment,Strogino,16751119.46,155427,0.338150977,0.041124634,9254,4606,8,9515,11032,9,0,NA,1,0,6,2,no,0,10,5,no,no,no,no,no,no,no,yes,156377,71846,84531,20003,10461,9542,97920,53042,44878,37504,12102,25402,9254,4856,4398,9515,4991,4524,22087,11541,10546,32847,16042,16805,17622,9249,8373,453,14,161,25,73,9,160,0,11,0,453,47,42,99,175,90,27,3.344630904,2.016833759,23.52537874,1.960448229,0.37766692,0.308382432,0.874152845,0.04763007,0.922658977,19.63759,2.590141,11.93706,6.505347763,78.06417316,26,4.12078141,4.584622031,4,0.0663335,0.796001998,0.329742592,no,0.583727867,10.28005745,13.20008972,14.05803182,15.22965816,0.583727846,1,no,1.419227027,17,1.295213303,no,16.72003045,83,5.976268112,1,23.62975576,5.224234441,2.990656885,2.028129474,7.536268119,1.649122625,27.49132964,5.712779309,1.013884188,5.848148178,6.795690792,2.597189157,1.928205048,2.417151053,3.237779731,3.003132278,8.010705134,1.914415973,0.755525164,1.353820389,1.474370974,0.308382432,1.467324249,1.516319511,11.96079714,18.50302699,11.69930796,3.844267913,0.794600489,good,47.47,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0.38,0,0,5,626924,7,1750,2750,2250,1,0,1,2,1,1,1,0,0,0,0,0,0,16.6,6.73,1,30176,8,672924,15,1285.71,2107.14,1696.43,1,0,5,3,4,1,1,1,0,0,0,4,0,12.33,10.13,5,223971,11,684124,25,1195.65,1956.52,1576.09,2,0,7,7,7,1,1,1,2,0,0,6,0,15.75,9.27,10,443061,15,702388,37,1031.43,1700,1365.71,2,2,12,11,8,1,1,2,5,0,0,20,1,21.58,6.81,17,532790,34,1237721,122,898.21,1495.54,1196.88,10,17,39,31,19,5,1,5,12,0,1,59,5,2000000
277,2011-11-03,38,22,3,NA,NA,NA,NA,NA,NA,Investment,Kon'kovo,7811375.434,153248,0.127002383,0.135649789,7517,2627,5,7960,9650,5,0,350,3,0,11,3,no,0,11,6,no,no,no,yes,no,no,no,no,123000,58226,64774,16468,8851,7617,100062,55456,44606,36718,11958,24760,7517,4062,3455,7960,4280,3680,19439,10398,9041,24753,13005,11748,14528,7865,6663,314,44,0,0,7,3,260,0,0,0,315,0,0,156,126,33,35,2.11538599,1.40426647,16.57426969,1.381189141,0.168720608,0.76819308100000006,3.250364181,0.080716783,0.573819077,8.597863,4.14836,6.949101,9.206669769,110.4800372,33,9.271148365,11.97557508,33,0.075787199,0.909446392,0.618554166,no,4.401698584,8.027887211,11.01618398,12.22963581,12.95012319,3.441501994,16,no,4.309180337,43,5.04384416,no,14.41682744,32,5.481800398,8,16.68312956,7.040492979,1.30541702,0.29915861,7.348753491,3.134982255,2.539098602,0.295673945,0.175546727,1.711233874,2.628277422,3.539299255,3.808196822,2.661757435,21.22074417,0.906559664,1.369382479,3.261197558,0.402445245,0.702498301,0.787849834,0.76819308100000006,1.955099004,0.691906403,2.971789946,4.866765746,5.891343383,1.339846453,0.170192463,satisfactory,34.57,0,0,0,1,2354,3,533.33,833.33,683.33,0,2,0,1,0,0,0,0,0,0,0,1,1,42.32,7.17,1,23172,4,92054,4,525,875,700,0,2,1,1,0,0,0,0,1,0,0,2,1,45.23,13.41,4,223102,8,117154,17,693.33,1133.33,913.33,2,3,5,7,0,0,0,0,3,0,1,5,2,46.22,10.76,8,429878,14,222050,37,638.24,1088.24,863.24,3,9,14,9,2,0,0,1,6,0,1,7,2,43.03,8.34,19,671634,19,406550,72,681.16,1166.67,923.91,3,15,31,17,5,1,0,1,15,1,1,20,3,30.42,4.68,44,1795720,57,2028529,311,698.65,1170.61,934.63,15,86,97,81,30,1,1,8,37,2,4,73,12,6579000
278,2011-11-03,50,30,1,NA,NA,NA,NA,NA,NA,Investment,Zapadnoe Degunino,7632939.805,78810,0.051843748,0.43788524,5519,1503,3,5735,5782,3,0,1084,0,0,3,2,no,0,5,3,no,no,no,yes,no,no,no,no,87713,41288,46425,11996,6185,5811,51138,25535,25603,15676,4371,11305,5519,2775,2744,5735,3043,2692,13390,6903,6487,17236,8896,8340,10557,5442,5115,212,55,11,0,28,12,105,0,1,0,213,1,2,95,58,57,12,3.561045629,2.432758036,24.9070586,2.075588217,0.159811133,0.264192722,0.642858317,0.556263544,0.14838203,18.23693,0.824429,5.503624,4.451119195,53.41343034,12,3.923190532,5.611151825,128,0.141602068,1.699224818,1.628650869,no,0.991251179,11.05989054,13.81629832,14.48772369,15.89234255,0.721241643,8,no,0.991251182,1,0.210643622,no,14.40162158,121,14.88745989,1,21.81584519,2.090549941,0.584308923,0.667891256,1.428538332,1.837649917,16.04720168,3.657737897,1.196289207,4.546314558,3.041462085,9.577493181,3.276800403,1.931190942,8.324519247,3.671444959,5.225904515,3.154030943,0.291231117,0.645100169,0.235210752,0.264192722,0.43270422,0.43410163,6.687542822,19.28607671,9.727516496,5.379987945,0.715544311,satisfactory,0,35.13,0,0,1,3664,0,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,7.33,46.48,1,6957,2,8499,1,NA,NA,NA,1,0,0,0,0,0,0,1,1,0,0,0,0,11.55,33.44,1,6957,5,102099,3,750,1250,1e3,1,0,1,1,0,0,0,1,1,0,0,4,0,12.6,24.14,1,6957,7,156099,12,754.55,1272.73,1013.64,1,1,5,4,1,0,0,2,3,0,0,7,0,11.66,16.62,3,41257,13,304999,48,721.43,1202.38,961.9,6,11,14,13,3,1,0,5,8,0,0,19,1,14.43,15.21,25,749258,36,1205497,138,722.66,1214.84,968.75,10,30,48,37,10,3,0,10,10,0,0,36,4,6225000
279,2011-11-03,144,68,1,NA,NA,NA,NA,NA,NA,Investment,Kurkino,7792845.494,21155,0.528252203,0,2539,2794,4,2733,6620,4,0,920,0,0,7,1,no,0,4,0,no,no,no,no,no,no,no,no,942118,440615,501503,5515,2829,2686,13143,6291,6852,2497,708,1789,2539,1316,1223,2733,1393,1340,5971,3055,2916,197154,99086,98068,4971,2564,2407,504,37,116,29,164,127,14,0,16,1,510,14,45,86,8,357,47,9.206143222,5.673065068,66.72054875,5.560045729,2.120892275,0.526035219,0.935364639,0.324928723,2.124739671,12.42791,0.358096,12.25973,5.060507628,60.72609153,41,5.086896455,7.16280092,41,0.071714238,0.860570859,0.274323702,no,2.694480106,16.10012131,18.80802699,19.55451201,20.84981963,2.379179883,14,no,2.694480125,1,2.763470734,no,20.13220536,83,11.6584924,1,27.91878119,7.939096827,5.453953646,2.118102626,7.543208268,4.636200622,22.08515972,5.796432243,0.517079576,0.819662682,3.248887892,10.14386127,3.592240775,0.718595071,13.8027371,5.698370409,11.04957475,4.997513456,0.125318996,1.829434675,1.015448083,0.526035219,0.412702956,0.374544589,13.42032746,25.32403476,16.03019895,5.34759539,0.131701121,good,9.41,0,0,0,1,7500,3,833.33,1333.33,1083.33,0,0,1,2,0,0,0,1,2,0,0,0,0,32.83,0,0,0,1,7500,9,733.33,1166.67,950,0,2,2,5,0,0,0,1,2,0,0,4,0,35.14,0,0,0,4,82000,14,828.57,1321.43,1075,0,2,3,8,1,0,0,1,2,0,0,6,0,28.78,0,1,7100,4,82000,15,840,1333.33,1086.67,0,2,3,9,1,0,0,1,2,0,0,6,0,21.66,0.77,2,11775,6,302618,24,912.5,1458.33,1185.42,0,3,5,13,2,1,0,1,2,0,0,8,0,16.06,1.47,3,53940,14,577210,59,798.18,1309.09,1053.64,4,13,14,20,7,1,0,4,6,0,0,16,3,5817420
280,2011-11-03,80,46,3,NA,NA,NA,NA,NA,NA,Investment,Severnoe Butovo,8889466.752,90114,0.579644597,0,5102,3617,6,4798,7653,6,0,30,2,0,6,1,no,0,8,0,no,no,no,no,no,no,no,no,78616,35397,43219,10562,5371,5191,65270,38289,26981,14282,4233,10049,5102,2574,2528,4798,2468,2330,11749,5983,5766,19093,8734,10359,9304,4727,4577,154,4,0,0,25,1,124,0,0,0,154,0,0,11,102,41,69,3.071293404,1.057629175,12.78473576,1.065394647,0.121772103,0.460141581,2.646049322,0.181351368,2.110833165,5.880993,0.801835,5.155927,5.508481143,66.10177371,47,5.853329691,7.522018213,73,0.148118551,1.777422607,0.313535079,no,1.003189694,14.55006498,17.74277267,19.1098152,19.77570994,1.003189704,1,no,1.517775184,40,1.908990875,no,21.51512619,32,2.222356232,9,17.42684372,10.68900668,2.7045286,0.467897913,4.132362221,4.631565025,9.615358379,1.551880446,0.417663798,1.625945625,5.942285388,13.45152141,3.990974014,0.754540401,19.42438143,1.805757765,11.34631645,2.397266226,0.430541072,2.51691963,0.915264983,0.460141581,1.436463678,0.754911173,3.626812723,14.08485868,8.670127762,7.579686766,0.10651157,good,34.31,0,0,0,1,8000,1,300,500,400,0,1,0,0,0,0,0,0,0,0,0,1,0,45.04,0,0,0,7,50104,5,580,1e3,790,0,3,1,0,1,0,0,0,2,0,0,3,1,52.81,0,0,0,8,81104,6,650,1083.33,866.67,0,3,1,1,1,0,0,1,2,0,0,6,2,62.1,0,0,0,8,81104,7,771.43,1285.71,1028.57,0,3,1,1,2,0,0,1,2,0,0,6,2,52.52,3.66,1,15000,14,205683,15,871.43,1428.57,1150,1,4,3,4,2,1,0,1,4,0,0,14,2,33.96,8.44,3,81947,30,487366,46,702.33,1162.79,932.56,3,14,12,13,3,1,0,3,12,1,0,25,4,13000000
281,2011-11-03,83,83,18,NA,NA,NA,NA,NA,NA,OwnerOccupier,Bogorodskoe,8659075.461,104410,0.416866452,0.069660344,7103,3107,7,6119,7277,9,0,NA,1,0,8,4,no,0,2,4,no,no,no,yes,no,no,no,no,1452550,655329,797221,13897,6937,6960,59366,30856,28510,31147,11500,19647,7103,3598,3505,6119,2984,3135,15630,7783,7847,311210,150254,160956,12479,6183,6296,413,104,4,0,215,7,63,0,20,0,413,4,14,316,61,18,25,3.05743788,2.150929783,25.74795837,2.145663198,0.49688443,0.41940202,3.027256323,0.246169381,0.881791948,16.59835,1.458142,9.348061,1.40206056,16.82472672,38,1.40206056,3.204034928,38,0.126824615,1.521895384,0.58488801,no,6.072176325,4.362927822,6.573342614,7.286720563,9.021121359,3.681617223,20,no,4.015181253,15,0.919760728,no,7.329517578,97,4.766458567,10,7.925010568,11.45848353,1.102144375,0.52171616,3.937717736,4.17855967,14.7614504,4.82937264,0.133761072,3.233669305,5.323146434,1.665347131,0.155085144,0.592873914,4.868584459,1.457680432,2.051277712,0.41940202,1.786408218,0.92288459,0.500180396,0.545475398,0.792191441,0.790291023,6.636958146,4.848649244,5.421909106,1.773121536,0.60425163,poor,12.95,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,5,0,18.54,1.94,2,150000,0,0,2,400,750,575,0,1,1,0,0,0,0,1,1,0,0,6,0,33.21,8.07,3,157000,0,0,4,600,1e3,800,1,1,1,1,0,0,0,1,1,0,0,8,0,45.25,7.05,5,215000,2,27000,7,716.67,1166.67,941.67,1,1,2,3,0,0,0,1,2,0,1,9,0,52.63,7.99,14,259250,5,45600,22,540,950,745,2,6,10,4,0,0,0,4,8,0,1,27,0,38.11,13.62,86,1640161,31,1137771,243,733.48,1240.09,986.78,16,65,77,48,32,5,0,19,36,0,9,100,4,11380040
282,2011-11-03,33,32,7,NA,NA,NA,NA,NA,NA,Investment,Ivanovskoe,10207215.1,122862,0.512707469,1.69676e-4,6027,2697,7,5992,9439,8,1,NA,1,0,5,0,no,0,1,0,no,no,no,yes,no,no,no,no,157010,68466,88544,12919,6578,6341,77612,38637,38975,32331,9775,22556,6027,3092,2935,5992,3035,2957,14586,7366,7220,30912,14269,16643,11227,5734,5493,244,72,0,0,22,7,143,0,0,0,244,0,0,46,185,13,49,4.055448792,2.342438854,23.81716841,1.984764034,0.321995857,0.130544183,1.799365772,0.117776734,1.3450084,11.32593,0.924476,8.748045,3.830115369,45.96138443,56,3.744988314,5.749596607,136,0.059426301,0.713115615,0.334277476,no,1.215595736,8.108665045,10.44249368,11.05827484,12.73961373,0.436224357,10,no,1.215595743,1,2.404107036,no,12.30870624,5,9.767325433,3,4.325436535,16.4510185,1.707985706,1.558258283,6.235915203,2.785441902,14.61423147,3.213333964,0.432784322,4.57629065,2.073912478,3.679561513,1.154923496,1.484367195,8.933469639,2.294056272,3.528235128,2.459209557,1.265383607,2.640433984,1.579371286,0.130544183,0.98377561,0.983335469,7.438971429,3.253463426,2.124764688,3.289601227,0.26775945,good,35.37,0,0,0,0,0,2,500,1e3,750,0,0,2,0,0,0,0,0,0,0,0,1,0,45.91,0,0,0,0,0,2,500,1e3,750,0,0,2,0,0,0,0,1,1,0,0,1,0,41.45,0.12,0,0,2,350000,8,600,1062.5,831.25,0,1,5,2,0,0,0,2,3,0,0,6,0,37.92,0.31,0,0,6,375106,15,560,1e3,780,0,3,9,3,0,0,0,2,3,0,0,7,0,31.47,3.06,2,9337,8,397606,39,573.68,1013.16,793.42,1,11,19,6,2,0,0,3,5,0,4,13,1,28.88,4.32,12,399574,24,830190,95,654.35,1119.57,886.96,3,24,40,22,4,2,0,7,13,0,8,51,9,4700000
283,2011-11-03,34,19,8,NA,NA,NA,NA,NA,NA,Investment,Pechatniki,18445806.5,83369,0.030696593,0.428825818,4615,2936,5,5011,5791,5,0,730,0,0,4,5,no,0,2,8,no,no,no,yes,no,no,no,yes,43795,21145,22650,10341,5333,5008,51393,25972,25421,21635,6654,14981,4615,2428,2187,5011,2542,2469,11726,6046,5680,8822,4418,4404,8970,4633,4337,298,53,22,0,114,5,99,0,4,1,298,4,12,155,103,24,78,2.873573224,1.443333575,17.32000289,1.443333575,0.09430701,0.243313062,0.424201509,0.406989214,0.632566302,2.375501,3.57854,10.32873,1.345702629,16.14843155,17,1.345702629,2.749827166,17,0.077439024,0.929268291,0.583330338,no,6.756490248,4.5443129860000004,7.763051403,9.09107038,9.929203937,3.206342217,3,no,4.544313015,4,0.514397607,no,11.78313431,5,9.437757572,3,6.36458333,4.858407765,0.935429988,3.635243759,5.100723004,3.922997487,4.55771697,1.532674616,0.587823587,2.007326296,4.482629929,4.381223132,1.963963746,1.388769648,1.911067019,3.084863133,1.539037663,1.418583451,1.205301597,0.960944427,0.110968563,0.243313062,1.685057861,0.966765262,7.688402129,7.000655573,3.774246801,2.598966042,0.10882749,excellent,4.84,0,0,0,0,0,3,666.67,1166.67,916.67,0,0,2,1,0,0,0,0,0,0,0,0,0,13.61,4.32,1,10500,0,0,4,666.67,1166.67,916.67,1,0,2,1,0,0,0,0,1,0,0,1,1,9.13,6.04,1,10500,2,4100,8,685.71,1142.86,914.29,1,1,3,3,0,0,0,0,4,0,0,1,1,9.21,15.61,2,14252,2,4100,10,700,1166.67,933.33,1,1,4,4,0,0,0,2,6,0,0,10,2,9.61,22.03,3,25823,8,244885,42,628.95,1078.95,853.95,4,8,18,11,1,0,0,2,14,0,1,23,4,16.41,19.6,24,1318214,38,1477279,126,643.97,1099.14,871.55,10,39,43,23,9,2,0,8,26,0,6,64,13,4500000
284,2011-11-03,44,28,5,NA,NA,NA,NA,NA,NA,Investment,Pechatniki,18445806.5,83369,0.030696593,0.428825818,4615,2936,5,5011,5791,5,0,730,0,0,4,5,no,0,2,8,no,no,no,yes,no,no,no,yes,43795,21145,22650,10341,5333,5008,51393,25972,25421,21635,6654,14981,4615,2428,2187,5011,2542,2469,11726,6046,5680,8822,4418,4404,8970,4633,4337,298,53,22,0,114,5,99,0,4,1,298,4,12,155,103,24,78,1.255475454,1.004380359,12.0525643,1.004380359,0.14087084,0.207967743,0.929007473,0.08015561,0.662290619,3.147535,3.149893,11.10821,1.065568384,12.78682061,17,1.375872525,2.010987421,17,0.196849586,2.36219503,0.580671789,no,6.217544168,4.1591062,7.646310022,8.884168059,9.77457264,2.543649409,3,no,4.159106168,4,0.213244457,no,10.68969795,5,10.89562674,3,6.354263448,5.640938963,0.8397933,3.096383849,4.717018734,4.509280847,4.587886865,1.562844511,0.319448608,2.037496191,4.009273071,4.411393027,1.981146525,1.337669692,2.435159926,3.115033029,0.445601303,2.122368233,0.622765134,0.377928269,0.715512804,0.207967743,1.725685753,0.825686024,8.408963342,7.738339204,3.745325313,3.367259679,0.842485423,excellent,15.04,0,1,10500,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,20.53,1.48,1,10500,2,4100,3,600,1e3,800,0,1,1,1,0,0,0,0,1,0,0,1,1,16.01,6.54,1,10500,2,4100,9,685.71,1142.86,914.29,2,1,3,3,0,0,0,0,3,0,0,5,2,12.36,10.81,2,14252,2,4100,15,676.92,1153.85,915.38,2,1,7,5,0,0,0,2,5,0,0,10,3,11.23,17.82,5,69523,6,26085,38,668.57,1128.57,898.57,3,8,14,11,2,0,0,2,15,0,0,24,5,14.3,21.75,25,1188214,43,1701002,136,681.6,1156,918.8,11,39,45,27,11,3,0,8,28,0,7,66,14,5800000
285,2011-11-03,40,22,1,NA,NA,NA,NA,NA,NA,Investment,Danilovskoe,12495435.25,91100,0.027650988,0.341071945,5947,2235,5,5664,6073,9,0,2300,3,0,12,5,no,0,11,48,yes,no,no,no,no,no,no,no,102590,48106,54484,12370,6137,6233,54478,26382,28096,24252,6708,17544,5947,2950,2997,5664,2798,2866,13855,6851,7004,24296,11769,12527,10869,5377,5492,360,47,0,0,288,3,22,0,0,0,357,21,86,198,44,8,115,0.921261001,0.456913194,5.482958326,0.456913194,0.247092294,0.276667466,1.493268081,0.312692652,1.165165352,7.191455,0.502473,12.80734,2.740147916,32.881775,42,2.748244628,3.505853861,42,0.242936393,2.915236715,1.276139258,no,12.68509071,1.326564845,1.483413375,2.929367239,3.536953341,1.326564865,4,no,1.339324142,19,1.443920279,no,3.218147964,32,2.967202456,13,10.21712073,2.692277031,0.392550378,3.52338842,2.382980985,5.506670297,9.324900456,1.940315698,0.516191862,0.916515856,5.29967751,3.151963745,1.447417947,1.101909465,7.30199393,1.664286242,1.280822559,0.294914628,0.79176695,0.14257973,0.55798715,0.432571409,0.590791796,0.57530127,2.865985219,1.606605744,1.685145205,0.398032845,0.134644079,excellent,5.14,0,2,13500,0,0,11,560,1e3,780,1,2,6,2,0,0,0,0,0,0,1,0,0,9.22,0,10,184229,2,20000,40,747.37,1250,998.68,2,8,14,12,3,1,0,2,3,0,1,5,1,12.6,1.79,40,679469,5,93150,105,804.08,1346.94,1075.51,7,26,33,21,13,4,1,15,17,0,2,11,1,13.85,2.42,68,1023442,9,521250,191,804.12,1338.24,1071.18,21,44,51,44,25,5,1,16,21,0,6,23,1,9.54,9.18,201,3280717,24,1349076,494,866.96,1428.88,1147.92,37,109,123,131,70,20,4,41,61,1,20,59,2,9.77,10.97,446,7126010,83,3593596,1489,894.52,1472.26,1183.39,101,347,359,372,210,86,14,109,167,1,62,142,13,3000000
286,2011-11-03,41,20,10,NA,NA,NA,NA,NA,NA,Investment,Ljublino,17881913.61,165727,0.260652636,0.133215333,10809,5153,10,11395,11887,13,0,1406,3,0,13,1,no,0,4,3,no,no,no,yes,no,yes,no,yes,89971,44031,45940,23651,12084,11567,107626,53883,53743,34450,9536,24914,10809,5581,5228,11395,5778,5617,26333,13469,12864,23273,13683,9590,20866,10654,10212,462,58,0,0,209,4,190,0,1,0,461,0,20,193,154,94,43,4.39438957,2.835838768,31.97720711,2.664767259,0.167385544,0.626644827,2.194090926,0.042534548,0.64528428,5.879819,0.353919,9.771973,4.747336258,56.96803509,17,4.747336258,6.783761419,17,0.149324818,1.791897817,1.463449756,no,2.635268922,7.540542108,11.56193748,12.6728059,13.64636462,2.621415525,3,no,2.635268904,1,2.410948279,no,15.39142637,5,13.15719537,3,2.796448662,7.88924552,0.918896581,0.390235963,4.683851029,5.05461388,1.647196409,3.962144801,1.297575017,3.55695217,4.895122496,5.6639933,2.629071963,2.271110965,3.65477223,2.434434261,1.917352273,1.523797722,0.993671598,1.380185838,1.912345559,0.626644827,1.181225514,0.894886316,11.48293662,8.276565953,2.27106021,4.243595069,0.765533556,poor,7.16,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12,5.38,0,0,2,375000,1,500,1e3,750,0,0,1,0,0,0,0,0,1,0,0,0,0,22.18,7.46,1,50000,2,375000,1,500,1e3,750,0,0,1,0,0,0,0,1,1,0,0,3,0,32.02,7.7,1,50000,4,382820,4,1075,1750,1412.5,0,1,1,1,0,1,0,2,5,0,0,4,0,39.34,9.47,1,50000,9,527700,24,740.91,1227.27,984.09,2,6,7,7,1,1,0,3,8,0,2,19,1,24.07,8.46,7,106573,39,1536144,120,643.75,1084.82,864.29,8,37,38,29,7,1,0,8,24,0,4,54,12,4650000
